[13,1,13,6,58,64,13,10,25,10,30,9,1,18,0,2,46,3,7,6,11,8,9,38,25,19,13,22,6,4,20,9,6,0,1,73,0,3,9,42,1,7,4,10,6,8,17,49,5,4,40,19,0,14,12,11,3,14,33,14,16,21,11,5]
[223,27,1265,214,94,212,209,415,498,5,2772,774,80,90,2890,795,1345,1175,12,239,896,312,442,111,153,229,450,584,969,348,1674,574,809,351,603,374,503,1383,118,552,767,744,374,649,234,114,331,298,153,199,1149,844,2134,427,634,221,58,869,204,81,408,74,367,172]
[906,1418,396,1147,1378,511,349,4,646,626,2479,482,1518,797,288,7,512,113,147,1174,1065,677,71,458,295,725,641,1302,494,472,1546,32,1894,584,841,624,1570,115,4390,1400,636,1954,43,233,926,233,673,661,2050,282,354,680,359,2944,71,669,484,714,7,1542,37,64,2150,1547]
[28,3,30,11,16,2,11,3,0,15,10,17,35,0,12,4,10,6,23,25,12,0,2,67,5,0,5,0,1,23,22,21,0,15,75,2,1,24,3,21,13,13,7,2,16,5,7,16,24,8,0,21,12,12,16,7,3,5,17,24,15,22,13,0]
[1,0,8,6,4,2,9,3,16,8,6,31,2,17,26,18,45,12,2,11,12,7,5,6,5,3,0,17,17,10,4,3,7,15,1,4,8,9,1,8,0,13,0,5,1,0,5,0,2,12,9,3,1,2,10,0,11,13,0,14,13,18,1,24]
[27,35,82,6,4,31,67,6,8,37,23,25,14,4,7,7,41,4,79,27,1,1,25,24,11,30,4,5,69,23,5,0,8,3,24,11,15,24,1,70,7,1,13,6,11,31,3,7,3,3,18,2,37,48,3,9,4,9,6,63,8,1,3,1]
[18,17,2,1,17,22,25,0,24,45,7,15,1,2,18,34,9,13,2,37,6,40,1,41,23,12,2,0,18,1,0,9,39,10,3,6,10,3,13,39,20,15,3,10,12,11,3,63,2,0,4,13,16,22,1,15,13,33,19,11,1,42,9,9]
[802,111,2303,2351,1330,380,986,541,136,560,1214,1048,34,660,904,476,1882,82,849,1952,1143,475,170,47,982,192,259,238,3672,998,1759,701,424,336,338,809,234,571,412,1443,361,1197,138,1374,727,85,540,1041,217,765,596,342,606,863,2045,94,780,1553,622,538,781,1353,58,385]
[100,267,821,513,58,2275,455,523,109,420,109,184,532,239,709,1465,1113,867,544,538,424,426,473,299,801,2993,157,530,150,2725,86,754,639,7,446,749,739,53,920,744,277,441,232,237,715,383,964,516,765,1836,801,1499,721,418,88,2055,480,1156,32,95,480,1084,257,737]
[13,13,9,6,0,5,16,15,3,7,4,0,13,19,22,15,3,12,21,3,10,17,13,34,2,28,4,5,5,2,3,2,2,15,22,5,1,6,11,3,2,16,91,5,3,2,10,3,7,2,28,11,20,56,10,5,18,5,5,9,15,2,55,16]
[7,0,3,5,10,5,0,11,4,33,15,1,2,3,0,4,13,1,20,7,5,10,3,0,9,2,3,12,1,0,3,0,10,18,0,19,2,10,0,0,10,2,10,26,11,1,6,10,2,8,7,6,1,1,6,2,17,1,5,3,26,1,12,18]
[14,16,8,13,17,1,0,29,30,13,3,21,19,3,40,19,10,36,6,43,4,1,33,14,9,9,2,35,34,15,21,0,13,29,10,0,31,30,31,5,32,2,29,38,1,40,29,20,45,14,2,44,4,21,2,7,3,9,10,6,3,0,24,43]
[0,13,5,3,13,18,19,12,23,13,7,1,20,36,27,14,22,0,1,0,4,28,14,10,4,34,3,1,26,22,6,13,18,1,3,27,23,6,8,15,3,17,18,0,0,55,77,14,54,16,10,12,20,15,17,38,19,3,10,16,0,25,60,20]
[102,161,68,1494,1039,1348,5,340,95,1412,677,136,608,748,1148,1454,610,40,1195,1484,432,442,185,96,1279,946,878,467,166,135,656,1478,331,680,304,508,1100,594,1694,80,350,411,558,1227,2105,83,147,2029,218,209,47,318,440,74,1242,439,97,30,558,770,643,134,1700,1363]
[81,141,169,160,528,5,1084,791,4,3850,13,305,655,1543,1308,24,139,508,778,434,584,5,234,112,203,205,399,146,1217,61,1219,43,44,475,16,80,144,1381,507,643,1069,172,229,719,766,2048,271,107,1470,189,1702,21,985,1480,642,1193,112,400,512,306,2967,782,484,1330]
[4,3,2,16,0,22,5,12,5,5,54,7,11,4,8,3,9,3,14,13,4,5,2,45,4,0,4,1,5,8,14,3,27,0,5,7,5,5,36,14,13,44,6,9,3,31,0,12,2,7,2,6,4,19,61,1,21,5,4,4,6,8,7,45]
[51,1,3,1,3,3,4,2,4,4,1,23,2,1,1,27,6,1,1,3,6,5,13,7,0,5,2,0,1,14,8,0,5,5,3,4,1,5,5,11,33,5,5,12,3,3,18,1,16,8,1,28,5,3,2,1,10,1,1,31,6,6,11,3]
[0,14,19,18,32,9,64,56,2,6,27,18,0,12,38,3,33,1,195,28,41,3,20,6,12,30,2,31,36,3,38,88,0,6,3,81,9,9,4,2,68,0,3,124,22,13,8,49,1,1,128,19,17,73,43,29,31,25,8,18,23,1,41,7]
[11,14,7,2,12,0,18,1,6,3,0,10,0,9,19,1,2,0,1,0,1,3,8,0,2,2,0,4,2,0,14,1,1,0,1,1,0,0,8,7,3,5,1,0,6,2,1,9,21,1,1,1,3,9,1,0,3,2,3,0,19,0,2,1]
