This is computation ability:
[
[571,22,217,31,43,9,69,212,12,116,3,111,85,138,43,99,575,199,21,43,11,16,75,24,38,8,30,39,17,473,44,161,9,74,139,187,27,219,89,88,178,77,175,1,328,12,86,305,35,158,37,149,5,5,23,16,157,24,264,81,25,122,25,30,]
[42,81,19,181,64,40,211,13,180,22,32,163,14,85,2,17,117,18,41,11,357,15,104,49,236,100,47,49,6,66,353,2,49,56,375,6,33,56,83,341,32,47,47,16,139,10,189,204,40,3,47,148,219,51,16,17,60,26,369,135,160,133,8,22,]
[13,28,132,182,20,375,19,19,20,243,130,196,102,299,37,295,10,94,7,87,81,26,19,82,99,43,29,275,60,18,34,158,205,47,64,482,23,225,14,10,125,306,71,281,243,18,206,44,120,41,18,3,65,94,31,36,284,126,174,147,107,169,222,4,]
[149,164,86,205,101,125,91,98,69,37,7,101,7,130,114,1,71,27,50,14,38,25,122,195,66,27,83,6,26,236,16,201,22,15,25,91,13,1,79,159,58,36,56,152,206,258,28,49,44,16,22,105,18,44,40,149,12,209,8,120,41,208,7,9,]
[241,122,294,31,175,47,29,38,12,48,178,171,151,139,39,70,5,42,4,149,308,17,164,53,20,155,176,105,70,418,44,127,43,33,20,41,417,142,278,15,257,214,42,11,44,82,9,96,75,183,34,57,74,108,265,87,195,19,123,13,73,188,38,164,]
[1,1,5,26,32,23,276,3,45,256,80,24,84,15,89,45,14,13,4,105,29,16,25,18,1,23,69,137,15,46,7,28,61,116,117,69,91,183,34,282,75,71,46,59,6,10,17,101,67,93,113,6,54,93,23,59,89,4,64,16,44,212,223,19,]
[64,295,316,102,20,655,352,183,31,191,351,182,91,518,433,948,106,179,1180,89,951,145,209,294,318,956,664,354,364,71,549,260,35,646,622,792,452,231,853,215,277,1025,628,89,863,217,94,138,741,33,159,53,697,12,343,1184,408,1073,63,109,64,504,16,665,]
[223,169,83,70,26,34,10,15,5,62,133,114,127,401,52,283,328,19,93,12,360,13,754,92,29,6,106,4,10,74,299,352,87,25,18,96,201,91,305,54,69,63,556,50,193,27,19,249,378,70,117,96,25,42,191,43,229,87,28,128,153,1,38,66,]
[14,0,15,6,10,0,16,4,4,0,6,8,3,10,19,26,23,7,10,2,16,1,24,3,40,6,16,25,33,34,21,0,92,1,7,18,5,7,6,17,1,3,9,10,8,4,3,10,11,1,10,10,3,5,22,8,0,3,6,10,22,12,3,22,]
[23,18,1,10,43,6,1,8,1,6,7,0,2,20,40,1,20,18,21,3,1,5,5,4,0,3,23,13,1,0,6,5,5,0,3,2,2,7,4,1,13,4,0,12,11,15,2,5,1,0,9,1,15,8,1,0,13,7,5,6,1,16,7,2,]
[24,490,43,18,7,271,99,350,175,95,563,415,18,12,76,18,205,48,81,42,69,63,108,268,209,257,66,22,88,73,50,33,116,0,2,146,171,150,85,174,571,29,350,386,95,3,452,49,283,201,494,5,220,144,117,103,7,96,158,29,60,23,0,128,]
[244,41,12,81,3,52,93,60,84,17,83,122,115,549,126,124,128,131,7,4,57,233,6,18,209,41,114,276,174,10,62,30,63,41,45,429,50,68,20,16,44,67,156,117,170,10,11,247,8,121,214,199,256,34,175,439,13,49,6,15,80,31,56,36,]
[76,10,119,397,67,80,73,96,169,178,255,322,69,117,45,104,113,7,93,197,61,136,57,20,261,27,130,94,23,51,55,7,12,62,150,39,32,286,78,0,180,36,112,95,140,113,111,145,37,550,102,141,8,121,140,69,184,33,235,163,16,10,47,0,]
[75,14,90,21,97,40,146,1,17,30,22,19,133,226,87,69,46,6,42,35,103,29,26,28,339,181,104,393,154,10,182,9,118,40,100,82,161,12,4,160,105,24,351,44,253,63,52,44,458,366,33,33,41,113,22,40,200,58,209,253,75,110,55,178,]
[13,22,117,173,59,199,158,90,441,114,33,133,67,8,289,384,425,258,45,27,314,279,133,123,83,98,137,127,129,91,341,307,29,24,62,266,42,34,141,153,25,31,4,74,52,162,92,25,78,157,13,61,111,37,99,232,401,81,103,26,8,117,346,488,]
[16,35,4,173,71,10,17,49,134,266,207,80,1,378,82,61,38,65,359,195,125,32,105,93,219,81,64,178,12,180,13,25,5,181,310,37,112,213,26,79,19,41,25,87,79,562,92,13,3,286,8,16,81,146,37,5,26,29,16,29,4,93,32,266,]
[182,47,2,129,159,165,101,43,19,172,43,13,175,228,185,6,76,47,16,5,150,20,20,166,153,60,2,2,47,1,79,66,103,196,63,10,154,20,51,157,97,28,151,43,184,7,84,254,12,119,7,164,132,177,116,100,75,122,151,21,71,277,14,247,]
[2,0,0,0,1,1,0,0,0,0,2,0,0,1,1,0,0,2,0,0,0,0,0,2,1,0,0,1,1,0,0,1,1,0,0,0,0,2,0,3,1,1,1,0,1,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,]
]
